user_input,clothes1,clothes2,clothes3,color1,color2,color3
https://s3.amazonaws.com/nets213-fabrec/hit2_img/1.jpg,https://s3.amazonaws.com/nets213-fabrec/pants/5+pocket+jeans.JPG,https://s3.amazonaws.com/nets213-fabrec/pants/leggings.JPG,https://s3.amazonaws.com/nets213-fabrec/pants/hot+pants+shorts.JPG,#F11703,#682376,#FFFFFF
https://s3.amazonaws.com/nets213-fabrec/hit2_img/2.jpg,https://s3.amazonaws.com/nets213-fabrec/pants/5+pocket+jeans.JPG,https://s3.amazonaws.com/nets213-fabrec/pants/leggings.JPG,https://s3.amazonaws.com/nets213-fabrec/pants/hot+pants+shorts.JPG,#F11703,#682376,#FFFFFF
https://s3.amazonaws.com/nets213-fabrec/hit2_img/3.jpg,https://s3.amazonaws.com/nets213-fabrec/pants/5+pocket+jeans.JPG,https://s3.amazonaws.com/nets213-fabrec/pants/leggings.JPG,https://s3.amazonaws.com/nets213-fabrec/pants/hot+pants+shorts.JPG,#F11703,#682376,#FFFFFF
