Matching rank,top1_color,top2_color,top3_color,other_color,top1_style,top2_style,top3_style,other_style,top1_style_color,top2_style_color,top3_style_color,other_style_color
matching,33.33333333333333,27.77777777777778,22.22222222222222,16.666666666666664,5.555555555555555,27.77777777777778,33.33333333333333,33.33333333333333,5.555555555555555,11.11111111111111,5.555555555555555,77.77777777777779
