Matching rank,top1_color,top2_color,top3_color,other_color,top1_style,top2_style,top3_style,other_style,top1_style_color,top2_style_color,top3_style_color,other_style_color
matching,15.0,5.0,8.333333333333332,71.66666666666667,1.6666666666666667,11.666666666666666,5.0,81.66666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,95.0
